"ProteinID","GeneID","Query.Length","Description","SequenceID","Length","GeneSymbol","pident","UniprotID"
"FUN_001607-T1","FUN_001607","7 Length: 534","Phosphatidylserine lipase ABHD16A [Acropora cervicornis]","KAK2565829.1",493,"ABHD16A",43.517,"Q6MG55"
"FUN_001608-T1","FUN_001608","8 Length: 2106","laminin subunit gamma-1-like [Acropora millepora]","XP_044175181.1",2107,"GGTL1",28.529,"P11047"
"FUN_001620-T1","FUN_001620","9 Length: 721","PREDICTED: actin-related protein 5-like [Acropora digitifera]","XP_015765936.1",684,"ARPC5L",41.423,"Q17GZ9"
"FUN_001623-T1","FUN_001623","0 Length: 170","small ribosomal subunit protein uS13 isoform X2 [Acropora palmata]","XP_074616230.1",170,"ATP6V1A2",84.768,"Q8ISP0"
"FUN_001625-T1","FUN_001625","1 Length: 351","LOW QUALITY PROTEIN: endophilin-A2-like [Acropora millepora]","XP_044174864.1",351,"SH3GL1",41.734,"Q99961"
"FUN_001628-T1","FUN_001628","2 Length: 712","Disintegrin and metalloproteinase domain-containing protein 10 [Acropora cervicornis]","KAK2566053.1",682,"VSX2",37.585,"O77633"
"FUN_001630-T1","FUN_001630","3 Length: 183","Clathrin light chain A [Acropora cervicornis]","KAK2566017.1",255,"CLTA",42.925,"O08585"
"FUN_001631-T1","FUN_001631","4 Length: 113","mitochondrial import inner membrane translocase subunit TIM14-like [Porites lutea]","XP_073243087.1",112,"TIMM8A",62.832,"Q3ZBN8"
"FUN_001640-T1","FUN_001640","5 Length: 582","Syntaxin-binding protein 1 [Acropora cervicornis]","KAK2565802.1",442,"MAPK1IP1L",60.339,"O08599"
"FUN_001644-T1","FUN_001644","6 Length: 162","peptidyl-prolyl cis-trans isomerase-like 1 [Acropora millepora]","XP_029182347.2",162,"PIN1L2",74.172,"Q9D0W5"
"FUN_001648-T1","FUN_001648","7 Length: 600","CAP-Gly domain-containing linker protein 3-like isoform X1 [Acropora muricata]","XP_067058135.1",781,"CLIP1",49.348,"Q96DZ5"
"FUN_001651-T1","FUN_001651","8 Length: 468","Senecionine N-oxygenase [Acropora cervicornis]","KAK2565759.1",454,NA,49.107,"B8EIZ7"
"FUN_001653-T1","FUN_001653","9 Length: 452","Senecionine N-oxygenase [Acropora cervicornis]","KAK2565760.1",818,NA,53.587,"B8EIZ7"
"FUN_001654-T1","FUN_001654","0 Length: 453","Senecionine N-oxygenase [Acropora cervicornis]","KAK2565760.1",818,NA,52.691,"B8EIZ7"
"FUN_001655-T1","FUN_001655","1 Length: 529","caspase 8 [Acropora millepora]","AJG36591.1",527,"HSPA8P8",28.392,"O89110"
"FUN_001656-T1","FUN_001656","2 Length: 307","60S ribosomal protein L5 [Acropora cervicornis]","KAK2565889.1",344,"RPL5",72.054,"Q26481"
"FUN_001657-T1","FUN_001657","3 Length: 1480","coiled-coil domain-containing protein 18-like [Acropora millepora]","XP_044175551.1",1655,"LCP2",28.06,"Q640L5"
"FUN_001662-T1","FUN_001662","4 Length: 304","proline and serine-rich protein 1-like [Acropora millepora]","XP_044175583.1",265,"FILIP1LP1",32.468,"Q5PRE5"
"FUN_001663-T1","FUN_001663","5 Length: 117","PREDICTED: V-type proton ATPase subunit G-like [Acropora digitifera]","XP_015756321.1",121,"EXOG",50.862,"Q25532"
"FUN_001664-T1","FUN_001664","6 Length: 1546","A disintegrin and metalloproteinase with thrombospondin motifs 16 [Acropora cervicornis]","KAK2565844.1",1440,"ADAMTS16",35.429,"Q8TE57"
"FUN_001666-T1","FUN_001666","7 Length: 1390","C3 and PZP-like alpha-2-macroglobulin domain-containing protein 8 [Acropora cervicornis]","KAK2565842.1",1497,"CPAMD8",29.362,"Q00685"
"FUN_001669-T1","FUN_001669","8 Length: 153","Chitin-binding domain protein cbd-1 [Acropora cervicornis]","KAK2565969.1",144,"AARD",31.429,"P41996"
"FUN_001671-T1","FUN_001671","9 Length: 974","Serine/threonine-protein kinase N1 [Acropora cervicornis]","KAK2565970.1",1363,NA,54.742,"A7MBL8"
"FUN_001674-T1","FUN_001674","0 Length: 478","Adenylate kinase 8 [Acropora cervicornis]","KAK2565973.1",361,"MAP3K8",48.218,"Q5M7G4"
"FUN_001677-T1","FUN_001677","1 Length: 205","uncharacterized protein LOC114950765 isoform X1 [Acropora millepora]","XP_029182738.2",209,"ATP6V1A2",28.78,"O95999"
"FUN_001681-T1","FUN_001681","2 Length: 137","Protein CutA-like protein [Acropora cervicornis]","KAK2565850.1",137,"CUTALP",58.974,"Q66KY3"
"FUN_001683-T1","FUN_001683","3 Length: 790","Low-density lipoprotein receptor-related protein 4 [Acropora cervicornis]","KAK2565853.1",1685,"LRP4",37.377,"Q9QYP1"
"FUN_001687-T1","FUN_001687","4 Length: 2178","Low-density lipoprotein receptor-related protein 6 [Acropora cervicornis]","KAK2566071.1",1491,"LRP6",33.968,"O75096"
"FUN_001690-T1","FUN_001690","5 Length: 850","Prominin-1 [Acropora cervicornis]","KAK2566074.1",457,"PROM1",23.81,"Q9W735"
"FUN_001700-T1","FUN_001700","6 Length: 423","kynurenine--oxoglutarate transaminase 3-like isoform X2 [Acropora muricata]","XP_067058100.1",423,"ATP6V1A2",55.718,"Q6YP21"
"FUN_001703-T2","FUN_001703","Length:2307","Hemicentin-1 [Acropora cervicornis]","KAK2565940.1",2344,"HMCN1",33.613,"D3YXG0"
"FUN_001704-T1","FUN_001704","17 Length: 151",NA,"",NA,"ATP1A1",31.884,"Q640B5"
"FUN_001715-T1","FUN_001715","Length: 394","hypothetical protein P5673_010371 [Acropora cervicornis]","KAK2566045.1",1282,NA,26.897,"P0C8G6"
"FUN_001716-T1","FUN_001716","Length: 752","hypothetical protein P5673_033654 [Acropora cervicornis]","KAK2546720.1",974,NA,32.653,"Q5UR48"
"FUN_001718-T1","FUN_001718","Length: 581","hypothetical protein P5673_010371 [Acropora cervicornis]","KAK2566045.1",1282,NA,25.862,"Q39565"
"FUN_001719-T1","FUN_001719","Length: 345","Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 [Acropora cervicornis]","KAK2566043.1",307,"AIMP1P1",45.201,"Q12904"
"FUN_001724-T1","FUN_001724","Length: 416","AP-3 complex subunit mu-1 [Acropora cervicornis]","KAK2566040.1",425,"AP1M1",71.223,"Q5R478"
"FUN_001734-T1","FUN_001734","Length: 264","PREDICTED: uridine-cytidine kinase 2-A-like isoform X1 [Acropora digitifera]","XP_015753270.1",268,"UCK1",61.066,"Q7SYM0"
"FUN_001747-T1","FUN_001747","Length: 994","hypothetical protein P5673_010105 [Acropora cervicornis]","KAK2565825.1",453,NA,30.446,"A7X5R6"
"FUN_001751-T1","FUN_001751","Length: 379","BRO1 domain-containing protein BROX [Acropora cervicornis]","KAK2565828.1",246,"LCP2",30.145,"A3KQV2"
"FUN_001755-T1","FUN_001755","Length: 217","Ras-related protein Rab-14, partial [Acropora cervicornis]","KAK2565879.1",211,"LGI1",88.372,"P61106"
"FUN_001756-T1","FUN_001756","Length: 1336","EH domain-binding protein 1 [Acropora cervicornis]","KAK2565876.1",967,"EHBP1L1",62.105,"Q69ZW3"
"FUN_001757-T1","FUN_001757","Length: 1219","Tetratricopeptide repeat protein 28 [Acropora cervicornis]","KAK2565881.1",1453,"TTC28",33.174,"Q96AY4"
"FUN_001758-T1","FUN_001758","Length: 274","Proteasome subunit beta type-7 [Acropora cervicornis]","KAK2565882.1",240,"PSMB7",69.314,"P70195"
"FUN_001759-T1","FUN_001759","Length: 289","Serine/threonine-protein kinase Nek7, partial [Acropora cervicornis]","KAK2565880.1",271,NA,83.929,"Q8TDX7"
"FUN_001760-T1","FUN_001760","Length: 995","Uncharacterized protein P5673_010433 [Acropora cervicornis]","KAK2566092.1",902,"GPRASP1",33.773,"P48053"
"FUN_001768-T1","FUN_001768","Length: 1376","Collagen alpha-2(I) chain [Acropora cervicornis]","KAK2565997.1",880,"COL1A2",38.562,"A0MSJ1"
"FUN_001778-T1","FUN_001778","Length: 715","hypothetical protein P5673_014050 [Acropora cervicornis]","KAK2563041.1",619,NA,23.75,"Q5TZK3"
"FUN_001781-T1","FUN_001781","Length: 781","uncharacterized protein [Acropora muricata]","XP_067056665.1",781,"GPRASP1",26.957,"Q8YTC2"
"FUN_001782-T1","FUN_001782","Length: 405","PREDICTED: betaine--homocysteine S-methyltransferase 1-like [Acropora digitifera]","XP_015760872.1",405,"BHMT",68.593,"Q32LQ4"
"FUN_001796-T1","FUN_001796","Length: 628","Heat shock cognate 71 kDa protein [Acropora cervicornis]","KAK2562815.1",673,"RPL7AP71",72.295,"P63017"
"FUN_001798-T1","FUN_001798","Length: 617","PREDICTED: heat shock cognate 71 kDa protein-like [Acropora digitifera]","XP_015753976.1",617,"HSPBL1",77.213,"P63017"
"FUN_001799-T1","FUN_001799","Length: 533","5'-nucleotidase domain-containing protein 3 [Acropora cervicornis]","KAK2563002.1",291,"ISM2",47.921,"Q9H857"
"FUN_001800-T1","FUN_001800","Length:653","PREDICTED: heat shock cognate 71 kDa protein-like [Acropora digitifera]","XP_015753981.1",659,"HSPBL1",82.459,"P63017"
"FUN_001802-T1","FUN_001802","Length: 653","PREDICTED: heat shock cognate 71 kDa protein-like [Acropora digitifera]","XP_015753981.1",659,"HSPBL1",82.459,"P19120"
"FUN_001807-T1","FUN_001807","Length: 457","uncharacterized protein [Acropora muricata]","XP_067016228.1",457,"GPRASP1",25.902,"P0CN90"
"FUN_001809-T1","FUN_001809","Length: 246","PREDICTED: 40S ribosomal protein S6-like [Acropora digitifera]","XP_015753989.1",215,"RPS6KL1",74.694,"Q5E995"
"FUN_001822-T1","FUN_001822","Length: 169","Molybdopterin synthase catalytic subunit [Acropora cervicornis]","KAK2563046.1",131,"G6PC1",64.336,"A4FUY7"
"FUN_001823-T1","FUN_001823","Length: 94","molybdopterin synthase sulfur carrier subunit-like [Acropora palmata]","XP_074618941.1",94,"OSTCP1",46.429,"B3M269"
"FUN_001825-T1","FUN_001825","Length: 512","follistatin-A-like isoform X4 [Acropora muricata]","XP_067056648.1",446,"ATP6V1A2",35.688,"P21674"
"FUN_001826-T1","FUN_001826","Length: 415","Bifunctional peptidase and arginyl-hydroxylase JMJD5 [Acropora cervicornis]","KAK2562867.1",333,"KDM8",25.177,"Q9CXT6"
"FUN_001827-T1","FUN_001827","Length: 1668","Centromere-associated protein E [Acropora cervicornis]","KAK2562861.1",1395,"CENPE",55.155,"Q9FHN8"
"FUN_001833-T1","FUN_001833","Length: 242","Tropomyosin [Acropora cervicornis]","KAK2562974.1",125,"TPM1",45.339,"Q8WR63"
"FUN_001834-T1","FUN_001834","Length: 242","tropomyosin alpha-4 chain-like [Acropora millepora]","XP_029196579.1",242,"CLTCL1",36.404,"P42638"
"FUN_001836-T1","FUN_001836","Length: 156","PREDICTED: DNA-directed RNA polymerase II subunit RPB11-a-like [Acropora digitifera]","XP_015754018.1",117,"REV3L",78.632,"P52435"
"FUN_001838-T1","FUN_001838","Length: 253","RING finger protein 150 [Acropora cervicornis]","KAK2567878.1",401,"RNF150",40.385,"Q9Y4L5"
"FUN_001855-T1","FUN_001855","Length: 699","Peptidyl-glycine alpha-amidating monooxygenase [Acropora cervicornis]","KAK2563008.1",424,"PAM",39.394,"P08478"
"FUN_001856-T1","FUN_001856","Length: 302","peptidyl-prolyl cis-trans isomerase E-like [Acropora muricata]","XP_067056824.1",297,"PIN1",69.9,"Q9UNP9"
"FUN_001858-T1","FUN_001858","Length: 184","Transducin-like enhancer protein 3-B [Acropora cervicornis]","KAK2562948.1",860,"HSP90AB3P",78.443,"Q04724"
"FUN_001875-T1","FUN_001875","Length:364","uncharacterized protein LOC114953848 isoform X2 [Acropora millepora]","XP_029186078.2",364,"ATP6V1A2",23.718,"P43884"
"FUN_001881-T1","FUN_001881","Length:314","Calumenin-A [Acropora cervicornis]","KAK2562795.1",250,NA,36.943,"B5X4E0"
"FUN_001882-T1","FUN_001882","Length:287","calumenin-like [Acropora millepora]","XP_029186072.2",287,NA,29.932,"O43852"
"FUN_001883-T1","FUN_001883","Length:276","Calumenin-B [Acropora cervicornis]","KAK2562797.1",255,NA,32.389,"B5X4E0"
"FUN_001891-T1","FUN_001891","Length:158","osteoclast-stimulating factor 1-like [Orbicella faveolata]","XP_020621356.1",211,"MTRF1LP1",55.705,"Q7ZYG4"
"FUN_001893-T1","FUN_001893","Length:451","hypothetical protein P5673_013890 [Acropora cervicornis]","KAK2562915.1",293,NA,36.341,"A2VDZ3"
"FUN_001895-T1","FUN_001895","Length:371","PREDICTED: nuclear receptor subfamily 2 group F member 1-B-like [Acropora digitifera]","XP_015763932.1",447,"NR2F2",50.321,"O09018"
"FUN_001895-T2","FUN_001895","Length:450","PREDICTED: nuclear receptor subfamily 2 group F member 1-B-like [Acropora digitifera]","XP_015763932.1",447,"NR2F2",52.139,"Q6PH18"
"FUN_001905-T1","FUN_001905","Length:167","Lariat debranching enzyme A [Acropora cervicornis]","KAK2562849.1",609,"DBR1",58.788,"Q9V535"
"FUN_001907-T1","FUN_001907","Length:462","Mitochondrial import inner membrane translocase subunit TIM44 [Acropora cervicornis]","KAK2562848.1",419,"TIMM8A",44,"O35857"
"FUN_001910-T1","FUN_001910","Length:489","Collagen alpha-4(VI) chain [Acropora cervicornis]","KAK2562842.1",364,"COL6A4P1",46.667,"A2AX52"
"FUN_001912-T1","FUN_001912","Length:198","Pyroglutamyl-peptidase 1 [Acropora cervicornis]","KAK2562841.1",217,"A12M1",44.444,"Q76IC5"
"FUN_001915-T1","FUN_001915","Length:109","PREDICTED: RNA polymerase II transcriptional coactivator KIWI-like [Acropora digitifera]","XP_015763952.1",121,"LEO1",38.462,"O65154"
"FUN_001918-T1","FUN_001918","Length:276","putative glucose-6-phosphate 1-epimerase [Acropora cervicornis]","KAK2562950.1",196,"G6PD",39.695,"Q40784"
"FUN_001920-T1","FUN_001920","Length:207","uncharacterized protein [Montipora capricornis]","XP_068740221.1",207,"GPRASP1",63.725,"P22125"
"FUN_001922-T1","FUN_001922","Length:370","nuclear receptor subfamily 2 group F member 1-A-like isoform X4 [Orbicella faveolata]","XP_020604426.1",369,"NR2F2",73.37,"Q9TTR7"
"FUN_001923-T1","FUN_001923","Length:249","Oxidoreductase HTATIP2 [Acropora cervicornis]","KAK2551384.1",244,"HTATIP2",40.217,"B0BNF8"
"FUN_001942-T1","FUN_001942","Length:884","Dimethylglycine dehydrogenase [Acropora cervicornis]","KAK2562762.1",299,"H6PD",62.454,"Q9DBT9"
"FUN_001948-T1","FUN_001948","Length: 641","polyunsaturated fatty acid 5-lipoxygenase-like isoform X1 [Acropora muricata]","XP_067016343.1",641,"FA2H",28.135,"P12527"
"FUN_001949-T1","FUN_001949","Length: 139","hypothetical protein P5673_013923 [Acropora cervicornis]","KAK2562943.1",199,NA,31.373,"Q556Y4"
"FUN_001953-T1","FUN_001953","Length: 514","SH2 domain-containing adapter protein D-like [Acropora muricata]","XP_067056474.1",515,"HNRNPDLP1",34.835,"Q6PD21"
"FUN_001956-T1","FUN_001956","Length: 1966","Deleted in malignant brain tumors 1 protein [Acropora cervicornis]","KAK2562838.1",1988,"DMBT1L1",30.209,"Q9UGM3"
"FUN_001959-T1","FUN_001959","Length: 1943","Scavenger receptor cysteine-rich type 1 protein M130 [Acropora cervicornis]","KAK2562833.1",1916,"SSC4D",29.664,"Q2VLG4"
"FUN_001966-T1","FUN_001966","Length: 698","protein fem-1 homolog B-like [Acropora muricata]","XP_067056598.1",676,"SNRPBL1",30.144,"Q5ZM55"
"FUN_001969-T1","FUN_001969","Length: 215","Transcription initiation factor IIA subunit 1 [Acropora cervicornis]","KAK2562829.1",247,"GTF2A1",60.345,"Q5RCU0"
"FUN_001970-T1","FUN_001970","Length: 3688","protocadherin Fat 4-like isoform X1 [Acropora muricata]","XP_067056405.1",3960,"XRCC4L",23.469,"Q6V0I7"
"FUN_001972-T1","FUN_001972","Length:752","PREDICTED: transcriptional repressor p66-beta-like [Acropora digitifera]","XP_015760859.1",751,"GFI1",30.769,"Q86YP4"
"FUN_001975-T1","FUN_001975","Length: 380","neural cell adhesion molecule L1-like isoform X2 [Acropora muricata]","XP_067016483.1",380,"CHL1",34.677,"Q52KR2"
"FUN_001976-T1","FUN_001976","Length: 397","neural cell adhesion molecule L1-like isoform X2 [Acropora muricata]","XP_067016483.1",380,"CHL1",24.759,"P97300"
"FUN_001977-T1","FUN_001977","Length: 505","hypothetical protein P5673_013751, partial [Acropora cervicornis]","KAK2562802.1",615,NA,23.512,"P36335"
"FUN_001978-T1","FUN_001978","Length: 275","hypothetical protein P5673_013751, partial [Acropora cervicornis]","KAK2562802.1",615,NA,31.579,"G4SLH0"
"FUN_001980-T1","FUN_001980","Length: 172","adenylate kinase isoenzyme 6-like [Montipora capricornis]","XP_068740237.1",172,"ARL6IP6",66.258,"Q9Y3D8"
"FUN_001984-T1","FUN_001984","Length: 378","39S ribosomal protein L37 [Acropora cervicornis]","KAK2562803.1",378,"MRPL37",25.816,"Q5ZI69"
"FUN_001985-T1","FUN_001985","Length: 372","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial-like [Acropora muricata]","XP_067056387.1",372,"PDHA1",48.883,"Q5BK63"
"FUN_001995-T1","FUN_001995","Length:360","Activating signal cointegrator 1 complex subunit 1 [Acropora cervicornis]","KAK2573292.1",283,"ASCC1",43.089,"Q9D8Z1"
"FUN_002004-T1","FUN_002004","Length:2801","uncharacterized protein [Acropora muricata]","XP_067054068.1",2802,"GPRASP1",25.245,"P55937"
"FUN_002006-T1","FUN_002006","Length:3760","PREDICTED: golgin subfamily B member 1-like isoform X1 [Acropora digitifera]","XP_015760233.1",3760,"SSAV1L",24.764,"P10567"
"FUN_002007-T1","FUN_002007","Length:2830","nuclear anchorage protein 1-like [Acropora millepora]","XP_029189312.2",2831,"FILIP1LP1",23.326,"P24733"
"FUN_002011-T1","FUN_002011","Length:185","ADP-ribosylation factor 1-like [Acropora millepora]","XP_044180780.1",185,"MTRF1LP1",74.033,"P84077"
"FUN_002023-T1","FUN_002023","Length:902","E3 ubiquitin-protein ligase CBL-B-A [Acropora cervicornis]","KAK2573373.1",956,"TRIM32",53.497,"Q6DFR2"
"FUN_002026-T1","FUN_002026","Length:217","unnamed protein product [Porites evermanni]","CAH3182999.1",217,"UBA52",64.019,"Q9ES56"
"FUN_002030-T1","FUN_002030","Length:443","myb-like protein X [Acropora muricata]","XP_067053885.1",443,"HAX1",23.77,"Q8BV66"
"FUN_002031-T1","FUN_002031","Length:350","Platelet-activating factor acetylhydrolase IB subunit alpha1 [Acropora cervicornis]","KAK2573620.1",367,"PAFAH1B1",56.395,"Q15102"
"FUN_002033-T1","FUN_002033","Length:740","Nicastrin [Acropora cervicornis]","KAK2573618.1",762,"NCSTN",34.164,"Q92542"
"FUN_002035-T1","FUN_002035","Length:319","PREDICTED: neuromodulin-like [Acropora digitifera]","XP_015766465.1",318,NA,38.926,"P36425"
"FUN_002039-T1","FUN_002039","Length:720","Propionyl-CoA carboxylase alpha chain [Acropora cervicornis]","KAK2573867.1",532,"PCCA",62.946,"Q91ZA3"
"FUN_002042-T1","FUN_002042","Length:173","Translationally-controlled tumor protein-like protein [Acropora cervicornis]","KAK2573476.1",138,"MLPL1",43.103,"Q95VY2"
"FUN_002043-T1","FUN_002043","Length:506","bis(5'-adenosyl)-triphosphatase enpp4-like [Acropora millepora]","XP_029187126.2",506,NA,35.664,"Q9UJA9"
"FUN_002044-T1","FUN_002044","Length:341","glycogenin-1-like [Acropora muricata]","XP_067044064.1",486,NA,48.64,"Q9R062"
"FUN_002046-T1","FUN_002046","Length:363","PREDICTED: choline-phosphate cytidylyltransferase B-like [Acropora digitifera]","XP_015766472.1",364,"SNRPBL1",54.608,"Q9Y5K3"
"FUN_002047-T1","FUN_002047","Length:525","Flavin-containing monooxygenase 5 [Acropora cervicornis]","KAK2573482.1",525,"YWHAEP5",38.114,"Q04799"
"FUN_002051-T1","FUN_002051","Length:177","NPC intracellular cholesterol transporter 2 [Acropora cervicornis]","KAK2573699.1",232,"NPC2",30,"Q9DGJ3"
"FUN_002052-T1","FUN_002052","Length:545","Collagen triple helix repeat-containing protein 1 [Acropora cervicornis]","KAK2573693.1",870,"CTHRC1P1",34.211,"Q96CG8"
"FUN_002053-T1","FUN_002053","Length:315","Collagen triple helix repeat-containing protein 1 [Acropora cervicornis]","KAK2573693.1",870,"CTHRC1P1",31.754,"Q8CG08"
"FUN_002054-T1","FUN_002054","Length:142","40S ribosomal protein S19 [Acropora cervicornis]","KAK2573694.1",115,"RPS19BP1",62.59,"Q9Y0H3"
"FUN_002061-T1","FUN_002061","Length:346","Soma ferritin [Acropora cervicornis]","KAK2573273.1",177,"FTH1",59.236,"P42577"
"FUN_002063-T1","FUN_002063","Length:172","Soma ferritin [Acropora cervicornis]","KAK2573277.1",172,"FTH1",70.06,"P42577"
"FUN_002064-T1","FUN_002064","Length:228","Soma ferritin [Acropora cervicornis]","KAK2573273.1",177,"FTH1",57.576,"P42577"
"FUN_002065-T1","FUN_002065","Length:172","Soma ferritin [Acropora cervicornis]","KAK2573277.1",172,"FTH1",71.257,"P42577"
"FUN_002066-T1","FUN_002066","Length:304","Peroxisomal biogenesis factor 19 [Acropora cervicornis]","KAK2573276.1",273,"PEX19",37.313,"Q9QYU1"
"FUN_002067-T1","FUN_002067","Length:104","Pterin-4-alpha-carbinolamine dehydratase 2 [Acropora cervicornis]","KAK2573275.1",104,"PCBD2",70.588,"Q9H0N5"
"FUN_002071-T1","FUN_002071","Length:216","Oligoribonuclease [Acropora cervicornis]","KAK2573528.1",125,NA,57.209,"Q9Y3B8"
"FUN_002082-T1","FUN_002082","Length:243","Hemicentin-2 [Acropora cervicornis]","KAK2573258.1",222,"HMCN2",41.176,"Q8NDA2"
"FUN_002088-T1","FUN_002088","Length:355","NADPH-dependent aldehyde reductase ARI1 [Acropora cervicornis]","KAK2573682.1",309,"ALDRL2",34.181,"Q03049"
"FUN_002089-T1","FUN_002089","Length:358","NADPH-dependent aldehyde reductase ARI1 [Acropora cervicornis]","KAK2573682.1",309,"ALDRL2",33.616,"Q03049"
"FUN_002094-T1","FUN_002094","Length:447","hypothetical protein P5673_001367 [Acropora cervicornis]","KAK2573684.1",149,NA,26.566,"P18519"
"FUN_002095-T1","FUN_002095","Length:1163","Thioredoxin domain-containing protein 16 [Acropora cervicornis]","KAK2573683.1",979,"TMX1",27.373,"Q7TN22"
