"Protein","Protein.Description","pident","UniprotID"
"tr|A0A1Q9ELS3|A0A1Q9ELS3_SYMMI","Peroxiredoxin-5, mitochondrial OS=Symbiodinium microadriaticum OX=2951 GN=PRDX5 PE=3 SV=1",NA,NA
"tr|A0A1Q9ELV0|A0A1Q9ELV0_SYMMI","Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene8186 PE=4 SV=1",NA,NA
"tr|A0A1Q9ELX8|A0A1Q9ELX8_SYMMI","Calcium-transporting ATPase 1 OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene8074 PE=4 SV=1",NA,NA
"tr|A0A1Q9EM19|A0A1Q9EM19_SYMMI","TPR_REGION domain-containing protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene8096 PE=4 SV=1",NA,NA
"tr|A0A1Q9EM90|A0A1Q9EM90_SYMMI","Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene7927 PE=4 SV=1",NA,NA
"tr|A0A1Q9EMA9|A0A1Q9EMA9_SYMMI","Exoglucanase OS=Symbiodinium microadriaticum OX=2951 GN=cel2 PE=3 SV=1",NA,NA
"tr|A0A1Q9EMC7|A0A1Q9EMC7_SYMMI","Putative peptidase C1-like protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene7895 PE=3 SV=1",NA,NA
"tr|A0A1Q9EMG6|A0A1Q9EMG6_SYMMI","Multifunctional fusion protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene7958 PE=3 SV=1",NA,NA
"tr|A0A1Q9EMJ5|A0A1Q9EMJ5_SYMMI","Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene7834 PE=4 SV=1",NA,NA
"tr|A0A1Q9EML6|A0A1Q9EML6_SYMMI","TBC domain-containing protein C4G8.04 OS=Symbiodinium microadriaticum OX=2951 GN=SPAC4G8.04 PE=4 SV=1",NA,NA
"tr|A0A1Q9EMN0|A0A1Q9EMN0_SYMMI","ATP-dependent RNA helicase SUB2 OS=Symbiodinium microadriaticum OX=2951 GN=SUB2 PE=4 SV=1",NA,NA
"tr|A0A1Q9EMS7|A0A1Q9EMS7_SYMMI","Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene7764 PE=4 SV=1",NA,NA
"tr|A0A1Q9EN12|A0A1Q9EN12_SYMMI","Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene7602 PE=4 SV=1",NA,NA
"tr|A0A1Q9EN40|A0A1Q9EN40_SYMMI","Ribosomal protein L19 OS=Symbiodinium microadriaticum OX=2951 GN=RPL19B PE=3 SV=1",NA,NA
"tr|A0A1Q9EN55|A0A1Q9EN55_SYMMI","Ankyrin repeat and SAM domain-containing protein 1A OS=Symbiodinium microadriaticum OX=2951 GN=ANKS1A PE=4 SV=1",NA,NA
"tr|A0A1Q9EN57|A0A1Q9EN57_SYMMI","Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene7630 PE=4 SV=1",NA,NA
"tr|A0A1Q9EN77|A0A1Q9EN77_SYMMI","Putative 149 kDa protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene7624 PE=4 SV=1",NA,NA
"tr|A0A1Q9EN92|A0A1Q9EN92_SYMMI","Elongation factor 1-gamma OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene7563 PE=4 SV=1",NA,NA
"tr|A0A1Q9ENF7|A0A1Q9ENF7_SYMMI","2-methylcitrate dehydratase 1 OS=Symbiodinium microadriaticum OX=2951 GN=prpD1 PE=3 SV=1",NA,NA
"tr|A0A1Q9ENJ4|A0A1Q9ENJ4_SYMMI","60S ribosomal protein L30 OS=Symbiodinium microadriaticum OX=2951 GN=Rpl30 PE=3 SV=1",NA,NA
"tr|A0A1Q9ENJ6|A0A1Q9ENJ6_SYMMI","Lon protease homolog OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene7437 PE=3 SV=1",NA,NA
"tr|A0A1Q9ENK9|A0A1Q9ENK9_SYMMI","Alpha-1,4 glucan phosphorylase OS=Symbiodinium microadriaticum OX=2951 GN=glpV PE=3 SV=1",NA,NA
"tr|A0A1Q9ENL6|A0A1Q9ENL6_SYMMI","Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene7415 PE=4 SV=1",NA,NA
"tr|A0A1Q9ENP5|A0A1Q9ENP5_SYMMI","Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene7430 PE=4 SV=1",NA,NA
"tr|A0A1Q9ENS0|A0A1Q9ENS0_SYMMI","NAD(P)(+)--arginine ADP-ribosyltransferase OS=Symbiodinium microadriaticum OX=2951 GN=lpcat1 PE=3 SV=1",NA,NA
"tr|A0A1Q9ENV2|A0A1Q9ENV2_SYMMI","Aspartate-semialdehyde dehydrogenase OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene7296 PE=3 SV=1",NA,NA
"tr|A0A1Q9ENW8|A0A1Q9ENW8_SYMMI","JmjC domain-containing protein 8 OS=Symbiodinium microadriaticum OX=2951 GN=Jmjd8 PE=4 SV=1",NA,NA
"tr|A0A1Q9EP00|A0A1Q9EP00_SYMMI","Histone H2A.Z-like OS=Symbiodinium microadriaticum OX=2951 GN=h2a.zl PE=4 SV=1",NA,NA
"tr|A0A1Q9EP15|A0A1Q9EP15_SYMMI","Putative E3 ubiquitin-protein ligase HERC1 OS=Symbiodinium microadriaticum OX=2951 GN=HERC1 PE=4 SV=1",NA,NA
"tr|A0A1Q9EP42|A0A1Q9EP42_SYMMI","Glutathione S-transferase 1 OS=Symbiodinium microadriaticum OX=2951 GN=GST1 PE=4 SV=1",NA,NA
"tr|A0A1Q9EP54|A0A1Q9EP54_SYMMI","Citrulline--aspartate ligase OS=Symbiodinium microadriaticum OX=2951 GN=argG PE=4 SV=1",NA,NA
"tr|A0A1Q9EP91|A0A1Q9EP91_SYMMI","Retrovirus-related Pol polyprotein from type-2 retrotransposable element R2DM OS=Symbiodinium microadriaticum OX=2951 GN=pol PE=4 SV=1",NA,NA
"tr|A0A1Q9EPF4|A0A1Q9EPF4_SYMMI","Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene7081 PE=4 SV=1",NA,NA
"tr|A0A1Q9EPF6|A0A1Q9EPF6_SYMMI","Arylsulfatase B OS=Symbiodinium microadriaticum OX=2951 GN=Arsb PE=3 SV=1",NA,NA
"tr|A0A1Q9EPK1|A0A1Q9EPK1_SYMMI","Glyceraldehyde-3-phosphate dehydrogenase, glycosomal OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene7059 PE=3 SV=1",NA,NA
"tr|A0A1Q9EPM1|A0A1Q9EPM1_SYMMI","Isocitrate lyase OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene7049 PE=3 SV=1",NA,NA
"tr|A0A1Q9EPN3|A0A1Q9EPN3_SYMMI","Beta-tubulin OS=Symbiodinium microadriaticum OX=2951 GN=bPT2 PE=3 SV=1",NA,NA
"tr|A0A1Q9EPR2|A0A1Q9EPR2_SYMMI","Voltage-dependent calcium channel type A subunit alpha-1 OS=Symbiodinium microadriaticum OX=2951 GN=CAC PE=4 SV=1",NA,NA
"tr|A0A1Q9EPV7|A0A1Q9EPV7_SYMMI","Riboflavin synthase OS=Symbiodinium microadriaticum OX=2951 GN=rib5 PE=4 SV=1",NA,NA
"tr|A0A1Q9EPY1|A0A1Q9EPY1_SYMMI","Retrovirus-related Pol polyprotein from transposon TNT 1-94 OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene6927 PE=4 SV=1",NA,NA
"tr|A0A1Q9EQ21|A0A1Q9EQ21_SYMMI","Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene6866 PE=4 SV=1",NA,NA
"tr|A0A1Q9EQ25|A0A1Q9EQ25_SYMMI","Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene6912 PE=4 SV=1",NA,NA
"tr|A0A1Q9EQ26|A0A1Q9EQ26_SYMMI","Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene6896 PE=4 SV=1",NA,NA
"tr|A0A1Q9EQ52|A0A1Q9EQ52_SYMMI","PPM-type phosphatase domain-containing protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene6820 PE=4 SV=1",NA,NA
"tr|A0A1Q9EQ80|A0A1Q9EQ80_SYMMI","Putative sodium-coupled neutral amino acid transporter 6 OS=Symbiodinium microadriaticum OX=2951 GN=SLC38A6 PE=4 SV=1",NA,NA
"tr|A0A1Q9EQ90|A0A1Q9EQ90_SYMMI","Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene6815 PE=4 SV=1",NA,NA
"tr|A0A1Q9EQB0|A0A1Q9EQB0_SYMMI","Adenosine deaminase OS=Symbiodinium microadriaticum OX=2951 GN=ada PE=4 SV=1",NA,NA
"tr|A0A1Q9EQI8|A0A1Q9EQI8_SYMMI","Eukaryotic initiation factor 4A OS=Symbiodinium microadriaticum OX=2951 GN=EIF4-A PE=3 SV=1",NA,NA
"tr|A0A1Q9EQV9|A0A1Q9EQV9_SYMMI","Elongation factor Ts, mitochondrial OS=Symbiodinium microadriaticum OX=2951 GN=tsf PE=3 SV=1",NA,NA
"tr|A0A1Q9EQY9|A0A1Q9EQY9_SYMMI","Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene6503 PE=4 SV=1",NA,NA
"tr|A0A1Q9EQZ5|A0A1Q9EQZ5_SYMMI","Pentatricopeptide repeat-containing protein, mitochondrial OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene6493 PE=4 SV=1",NA,NA
"tr|A0A1Q9ER22|A0A1Q9ER22_SYMMI","Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene6525 PE=4 SV=1",NA,NA
"tr|A0A1Q9ER85|A0A1Q9ER85_SYMMI","Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene6403 PE=4 SV=1",NA,NA
"tr|A0A1Q9ERE5|A0A1Q9ERE5_SYMMI","Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene6423 PE=3 SV=1",NA,NA
"tr|A0A1Q9ERN9|A0A1Q9ERN9_SYMMI","Reticulocyte-binding protein 2-like a OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene6218 PE=4 SV=1",NA,NA
"tr|A0A1Q9ERR4|A0A1Q9ERR4_SYMMI","Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene6237 PE=4 SV=1",NA,NA
"tr|A0A1Q9ERZ3|A0A1Q9ERZ3_SYMMI","Isocitrate dehydrogenase [NADP] 2 OS=Symbiodinium microadriaticum OX=2951 GN=icd2 PE=4 SV=1",NA,NA
"tr|A0A1Q9ERZ6|A0A1Q9ERZ6_SYMMI","DNA-directed RNA polymerase subunit OS=Symbiodinium microadriaticum OX=2951 GN=polr2a PE=3 SV=1",NA,NA
"tr|A0A1Q9ES37|A0A1Q9ES37_SYMMI","Reverse transcriptase domain-containing protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene6138 PE=4 SV=1",NA,NA
"tr|A0A1Q9ES73|A0A1Q9ES73_SYMMI","Thiamine thiazole synthase 2, chloroplastic OS=Symbiodinium microadriaticum OX=2951 GN=THI1-2 PE=4 SV=1",NA,NA
"tr|A0A1Q9ES78|A0A1Q9ES78_SYMMI","RING-type domain-containing protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene6027 PE=4 SV=1",NA,NA
"tr|A0A1Q9ESC7|A0A1Q9ESC7_SYMMI","E3 SUMO-protein ligase RanBP2 OS=Symbiodinium microadriaticum OX=2951 GN=RANBP2 PE=4 SV=1",NA,NA
"tr|A0A1Q9ESE0|A0A1Q9ESE0_SYMMI","bPH_2 domain-containing protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene5996 PE=4 SV=1",NA,NA
"tr|A0A1Q9ESG4|A0A1Q9ESG4_SYMMI","Voltage-dependent T-type calcium channel subunit alpha-1H OS=Symbiodinium microadriaticum OX=2951 GN=CACNA1H PE=4 SV=1",NA,NA
"tr|A0A1Q9ESH2|A0A1Q9ESH2_SYMMI","Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene5940 PE=4 SV=1",NA,NA
"tr|A0A1Q9ESM6|A0A1Q9ESM6_SYMMI","Formate dehydrogenase OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene5906 PE=4 SV=1",NA,NA
"tr|A0A1Q9ESQ7|A0A1Q9ESQ7_SYMMI","Pyruvate dehydrogenase [NADP(+)] OS=Symbiodinium microadriaticum OX=2951 GN=PFOR PE=4 SV=1",NA,NA
"tr|A0A1Q9ESR8|A0A1Q9ESR8_SYMMI","Legumain OS=Symbiodinium microadriaticum OX=2951 GN=Lgmn PE=3 SV=1",NA,NA
"tr|A0A1Q9ESZ4|A0A1Q9ESZ4_SYMMI","Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene5743 PE=3 SV=1",NA,NA
"tr|A0A1Q9ET07|A0A1Q9ET07_SYMMI","Adenylate kinase isoenzyme 1 OS=Symbiodinium microadriaticum OX=2951 GN=AK1 PE=3 SV=1",NA,NA
"tr|A0A1Q9ET17|A0A1Q9ET17_SYMMI","Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene5758 PE=4 SV=1",NA,NA
"tr|A0A1Q9ET27|A0A1Q9ET27_SYMMI","H(+)/Cl(-) exchange transporter 5 OS=Symbiodinium microadriaticum OX=2951 GN=CLCN5 PE=4 SV=1",NA,NA
"tr|A0A1Q9ETE7|A0A1Q9ETE7_SYMMI","Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene5606 PE=4 SV=1",NA,NA
"tr|A0A1Q9ETG8|A0A1Q9ETG8_SYMMI","Sm protein F OS=Symbiodinium microadriaticum OX=2951 GN=Amacr PE=3 SV=1",NA,NA
"tr|A0A1Q9ETQ6|A0A1Q9ETQ6_SYMMI","Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene5424 PE=4 SV=1",NA,NA
"tr|A0A1Q9ETU1|A0A1Q9ETU1_SYMMI","Voltage-dependent L-type calcium channel subunit alpha-1S OS=Symbiodinium microadriaticum OX=2951 GN=CACNA1S PE=4 SV=1",NA,NA
"tr|A0A1Q9ETZ4|A0A1Q9ETZ4_SYMMI","Nucleoside-diphosphatase mig-23 OS=Symbiodinium microadriaticum OX=2951 GN=mig-23 PE=3 SV=1",NA,NA
"tr|A0A1Q9EU06|A0A1Q9EU06_SYMMI","Putative alcohol dehydrogenase OS=Symbiodinium microadriaticum OX=2951 GN=yiaY PE=4 SV=1",NA,NA
"tr|A0A1Q9EUA4|A0A1Q9EUA4_SYMMI","Beta-lactamase domain-containing protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene5210 PE=4 SV=1",NA,NA
"tr|A0A1Q9EUN9|A0A1Q9EUN9_SYMMI","Putative L-ascorbate peroxidase 7, chloroplastic OS=Symbiodinium microadriaticum OX=2951 GN=APX7 PE=3 SV=1",NA,NA
"tr|A0A1Q9EUV2|A0A1Q9EUV2_SYMMI","Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene5005 PE=4 SV=1",NA,NA
"tr|A0A1Q9EUX1|A0A1Q9EUX1_SYMMI","NAD-dependent protein deacetylase Sirt7 OS=Symbiodinium microadriaticum OX=2951 GN=Sirt7 PE=4 SV=1",NA,NA
"tr|A0A1Q9EUZ4|A0A1Q9EUZ4_SYMMI","Regulator of nonsense transcripts 1-like OS=Symbiodinium microadriaticum OX=2951 GN=Upf1 PE=4 SV=1",NA,NA
"tr|A0A1Q9EV03|A0A1Q9EV03_SYMMI","Quinone-oxidoreductase-like, chloroplastic OS=Symbiodinium microadriaticum OX=2951 GN=QOR PE=4 SV=1",NA,NA
"tr|A0A1Q9EV19|A0A1Q9EV19_SYMMI","Peptidase_M17_N domain-containing protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene4948 PE=4 SV=1",NA,NA
"tr|A0A1Q9EV22|A0A1Q9EV22_SYMMI","Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene4895 PE=4 SV=1",NA,NA
"tr|A0A1Q9EV41|A0A1Q9EV41_SYMMI","Tankyrase OS=Symbiodinium microadriaticum OX=2951 GN=Tnks PE=4 SV=1",NA,NA
"tr|A0A1Q9EV46|A0A1Q9EV46_SYMMI","NAD-dependent protein deacetylase sirtuin-6 OS=Symbiodinium microadriaticum OX=2951 GN=SIRT6 PE=4 SV=1",NA,NA
"tr|A0A1Q9EV90|A0A1Q9EV90_SYMMI","Glutaredoxin-related protein 5, mitochondrial OS=Symbiodinium microadriaticum OX=2951 GN=Glrx5 PE=4 SV=1",NA,NA
"tr|A0A1Q9EV94|A0A1Q9EV94_SYMMI","Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene4883 PE=4 SV=1",NA,NA
"tr|A0A1Q9EVA6|A0A1Q9EVA6_SYMMI","Lysosomal alpha-mannosidase OS=Symbiodinium microadriaticum OX=2951 GN=MAN2B1 PE=3 SV=1",NA,NA
"tr|A0A1Q9EVD0|A0A1Q9EVD0_SYMMI","40S ribosomal protein S15a-4 OS=Symbiodinium microadriaticum OX=2951 GN=RPS15AD PE=3 SV=1",NA,NA
"tr|A0A1Q9EVI0|A0A1Q9EVI0_SYMMI","Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene4747 PE=4 SV=1",NA,NA
"tr|A0A1Q9EVL3|A0A1Q9EVL3_SYMMI","ADP-ribosylation factor-like protein 3 OS=Symbiodinium microadriaticum OX=2951 GN=arl3 PE=3 SV=1",NA,NA
"tr|A0A1Q9EVL5|A0A1Q9EVL5_SYMMI","Adenosylhomocysteinase OS=Symbiodinium microadriaticum OX=2951 GN=SAHH PE=3 SV=1",NA,NA
"tr|A0A1Q9EVQ4|A0A1Q9EVQ4_SYMMI","Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene4703 PE=4 SV=1",NA,NA
"tr|A0A1Q9EVQ7|A0A1Q9EVQ7_SYMMI","High affinity nitrate transporter 2.5 OS=Symbiodinium microadriaticum OX=2951 GN=NRT2.5 PE=4 SV=1",NA,NA
"tr|A0A1Q9EVT0|A0A1Q9EVT0_SYMMI","Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene4607 PE=4 SV=1",NA,NA
"tr|A0A1Q9EVT7|A0A1Q9EVT7_SYMMI","Serine/threonine-protein phosphatase OS=Symbiodinium microadriaticum OX=2951 GN=CanA1 PE=3 SV=1",NA,NA
"tr|A0A1Q9EVW1|A0A1Q9EVW1_SYMMI","Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene4698 PE=4 SV=1",NA,NA
"tr|A0A1Q9EVZ1|A0A1Q9EVZ1_SYMMI","Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene4492 PE=4 SV=1",NA,NA
"tr|A0A1Q9EW33|A0A1Q9EW33_SYMMI","Solute carrier family 25 member 40 OS=Symbiodinium microadriaticum OX=2951 GN=slc25a40 PE=3 SV=1",NA,NA
"tr|A0A1Q9EW38|A0A1Q9EW38_SYMMI","Alpha-ketoglutarate-dependent dioxygenase alkB-like 6 OS=Symbiodinium microadriaticum OX=2951 GN=alkbh6 PE=4 SV=1",NA,NA
"tr|A0A1Q9EWI6|A0A1Q9EWI6_SYMMI","L-ectoine synthase OS=Symbiodinium microadriaticum OX=2951 GN=ectD PE=3 SV=1",NA,NA
"tr|A0A1Q9EWM5|A0A1Q9EWM5_SYMMI","Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene4285 PE=4 SV=1",NA,NA
"tr|A0A1Q9EX72|A0A1Q9EX72_SYMMI","Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene4097 PE=4 SV=1",NA,NA
"tr|A0A1Q9EXC7|A0A1Q9EXC7_SYMMI","Glutathione reductase, chloroplastic OS=Symbiodinium microadriaticum OX=2951 GN=GR PE=4 SV=1",NA,NA
"tr|A0A1Q9EXF7|A0A1Q9EXF7_SYMMI","ATP-dependent zinc metalloprotease FtsH OS=Symbiodinium microadriaticum OX=2951 GN=ftsH PE=3 SV=1",NA,NA
"tr|A0A1Q9EXG9|A0A1Q9EXG9_SYMMI","Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex OS=Symbiodinium microadriaticum OX=2951 GN=sucB PE=3 SV=1",NA,NA
"tr|A0A1Q9EXI1|A0A1Q9EXI1_SYMMI","Dynein heavy chain domain-containing protein 1 OS=Symbiodinium microadriaticum OX=2951 GN=DNHD1 PE=4 SV=1",NA,NA
"tr|A0A1Q9EXI3|A0A1Q9EXI3_SYMMI","Putative sulfatase PB10D8.02c OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene4009 PE=3 SV=1",NA,NA
"tr|A0A1Q9EXK2|A0A1Q9EXK2_SYMMI","Transposon Ty1-DR1 Gag-Pol polyprotein OS=Symbiodinium microadriaticum OX=2951 GN=TY1B-DR1 PE=4 SV=1",NA,NA
"tr|A0A1Q9EXM2|A0A1Q9EXM2_SYMMI","SMC hinge domain-containing protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene3882 PE=4 SV=1",NA,NA
"tr|A0A1Q9EXN4|A0A1Q9EXN4_SYMMI","Glutathione reductase, chloroplastic/mitochondrial OS=Symbiodinium microadriaticum OX=2951 GN=GR PE=3 SV=1",NA,NA
"tr|A0A1Q9EXP7|A0A1Q9EXP7_SYMMI","Glutathione reductase, chloroplastic/mitochondrial OS=Symbiodinium microadriaticum OX=2951 GN=GR PE=4 SV=1",NA,NA
"tr|A0A1Q9EXQ7|A0A1Q9EXQ7_SYMMI","Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene3881 PE=4 SV=1",NA,NA
"tr|A0A1Q9EXU5|A0A1Q9EXU5_SYMMI","Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene3856 PE=4 SV=1",NA,NA
"tr|A0A1Q9EXX2|A0A1Q9EXX2_SYMMI","Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene3885 PE=4 SV=1",NA,NA
"tr|A0A1Q9EY18|A0A1Q9EY18_SYMMI","Mitogen-activated protein kinase 4 OS=Symbiodinium microadriaticum OX=2951 GN=MPK4 PE=3 SV=1",NA,NA
"tr|A0A1Q9EY24|A0A1Q9EY24_SYMMI","Copia protein OS=Symbiodinium microadriaticum OX=2951 GN=GIP PE=4 SV=1",NA,NA
"tr|A0A1Q9EY64|A0A1Q9EY64_SYMMI","Calcium-dependent protein kinase 3 OS=Symbiodinium microadriaticum OX=2951 GN=CPK3 PE=4 SV=1",NA,NA
"tr|A0A1Q9EY79|A0A1Q9EY79_SYMMI","Calcium-binding protein NCS-1 OS=Symbiodinium microadriaticum OX=2951 GN=FRQ1 PE=4 SV=1",NA,NA
"tr|A0A1Q9EY93|A0A1Q9EY93_SYMMI","SPOC domain-containing protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene3821 PE=4 SV=1",NA,NA
"tr|A0A1Q9EYF0|A0A1Q9EYF0_SYMMI","2-oxoglutarate dehydrogenase, mitochondrial OS=Symbiodinium microadriaticum OX=2951 GN=ogdh PE=3 SV=1",NA,NA
"tr|A0A1Q9EYI0|A0A1Q9EYI0_SYMMI","Gag-Pol-p199 OS=Symbiodinium microadriaticum OX=2951 GN=GIP PE=4 SV=1",NA,NA
"tr|A0A1Q9EYI4|A0A1Q9EYI4_SYMMI","Fucoxanthin-chlorophyll a-c binding protein E, chloroplastic OS=Symbiodinium microadriaticum OX=2951 GN=FCPE PE=4 SV=1",NA,NA
"tr|A0A1Q9EYJ5|A0A1Q9EYJ5_SYMMI","2-oxoglutarate dehydrogenase, mitochondrial OS=Symbiodinium microadriaticum OX=2951 GN=ogdh PE=3 SV=1",NA,NA
"tr|A0A1Q9EYJ9|A0A1Q9EYJ9_SYMMI","N-alpha-acetyltransferase 11 OS=Symbiodinium microadriaticum OX=2951 GN=Naa11 PE=4 SV=1",NA,NA
"tr|A0A1Q9EYL2|A0A1Q9EYL2_SYMMI","Putative E3 ubiquitin-protein ligase HERC2 OS=Symbiodinium microadriaticum OX=2951 GN=HERC2 PE=4 SV=1",NA,NA
"tr|A0A1Q9EYM3|A0A1Q9EYM3_SYMMI","Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene3527 PE=4 SV=1",NA,NA
"tr|A0A1Q9EYX1|A0A1Q9EYX1_SYMMI","GDP-mannose 4,6-dehydratase OS=Symbiodinium microadriaticum OX=2951 GN=gmd PE=3 SV=1",NA,NA
"tr|A0A1Q9EYZ2|A0A1Q9EYZ2_SYMMI","ANK_REP_REGION domain-containing protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene3378 PE=4 SV=1",NA,NA
"tr|A0A1Q9EZ41|A0A1Q9EZ41_SYMMI","PBPe domain-containing protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene3399 PE=4 SV=1",NA,NA
"tr|A0A1Q9EZ47|A0A1Q9EZ47_SYMMI","Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene3450 PE=4 SV=1",NA,NA
"tr|A0A1Q9EZ49|A0A1Q9EZ49_SYMMI","RING finger protein B OS=Symbiodinium microadriaticum OX=2951 GN=rngB PE=4 SV=1",NA,NA
"tr|A0A1Q9EZ87|A0A1Q9EZ87_SYMMI","Copia protein OS=Symbiodinium microadriaticum OX=2951 GN=GIP PE=4 SV=1",NA,NA
"tr|A0A1Q9EZG3|A0A1Q9EZG3_SYMMI","Copia protein OS=Symbiodinium microadriaticum OX=2951 GN=GIP PE=4 SV=1",NA,NA
"tr|A0A1Q9EZG9|A0A1Q9EZG9_SYMMI","Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene3180 PE=4 SV=1",NA,NA
"tr|A0A1Q9EZK4|A0A1Q9EZK4_SYMMI","Alpha-1,4 glucan phosphorylase OS=Symbiodinium microadriaticum OX=2951 GN=glpV PE=3 SV=1",NA,NA
"tr|A0A1Q9EZN1|A0A1Q9EZN1_SYMMI","PDZ domain-containing protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene3170 PE=4 SV=1",NA,NA
"tr|A0A1Q9EZR9|A0A1Q9EZR9_SYMMI","Heparanase OS=Symbiodinium microadriaticum OX=2951 GN=HPSE PE=3 SV=1",NA,NA
"tr|A0A1Q9EZT9|A0A1Q9EZT9_SYMMI","Copia protein OS=Symbiodinium microadriaticum OX=2951 GN=GIP PE=4 SV=1",NA,NA
"tr|A0A1Q9EZV7|A0A1Q9EZV7_SYMMI","Putative peptidase C1-like protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene3064 PE=3 SV=1",NA,NA
